property_id,block_id,seating_type,clue_small_area,trading_name,x_coordinate,y_coordinate,industry_anzsic4_description
613252,1108,Seats - Outdoor,Docklands,A25,144.9458305,-37.821044,Cafes and Restaurants
108987,58,Seats - Outdoor,Melbourne (CBD),Princess Theatre ,144.9723266,-37.81072571,Performing Arts Operation
101206,56,Seats - Indoor,Melbourne (CBD),The Lab - Nitrogen Gelato,144.9676139,-37.81269744,Takeaway Food Services
110411,813,Seats - Indoor,Southbank,Australian Ballet Society,144.9673119,-37.82201714,Other Social Assistance Services
108536,46,Seats - Indoor,Melbourne (CBD),Portland Hotel,144.9681892,-37.81367486,"Pubs, Taverns and Bars"
107986,346,Seats - Indoor,North Melbourne,French Quarter Patisserie,144.9484758,-37.80271264,Cafes and Restaurants
110696,113,Seats - Outdoor,Melbourne (CBD),Invita,144.9572395,-37.80745984,Cafes and Restaurants
110385,808,Seats - Outdoor,Southbank,Rumour Restaurant Bar & Lounge,144.9618918,-37.82382188,Cafes and Restaurants
102063,28,Seats - Indoor,Melbourne (CBD),Roll'd Collins Place,144.9726281,-37.81430616,Takeaway Food Services
601809,1109,Seats - Indoor,Docklands,Goldleaf BBQ Cuisine,144.9390269,-37.81517782,Cafes and Restaurants
106433,57,Seats - Indoor,Melbourne (CBD),Ding Dong Lounge,144.9694031,-37.81175137,"Pubs, Taverns and Bars"
101225,58,Seats - Outdoor,Melbourne (CBD),Ombra,144.9709443,-37.81170263,Cafes and Restaurants
609487,1105,Seats - Outdoor,Docklands,Nine Elephants Thai Restaurant,144.9489519,-37.81914692,Cafes and Restaurants
109677,97,Seats - Indoor,Melbourne (CBD),Han Guuk Guan Korean Restaurant,144.9679821,-37.8075865,Cafes and Restaurants
613252,1108,Seats - Outdoor,Docklands,Panda Loves Fish,144.9458305,-37.821044,Cafes and Restaurants
106245,252,Seats - Outdoor,Carlton,Mawal,144.9667447,-37.80359309,Cafes and Restaurants
102098,23,Seats - Indoor,Melbourne (CBD),The Sherlock Holmes Inn,144.9608681,-37.81746814,"Pubs, Taverns and Bars"
664626,270,Seats - Indoor,Parkville,Ho Ho's Canteen,144.9612468,-37.79739836,Takeaway Food Services
101214,57,Seats - Indoor,Melbourne (CBD),FM Karaoke Bar,144.9687387,-37.81235798,"Pubs, Taverns and Bars"
103940,15,Seats - Indoor,Melbourne (CBD),Roule Galette,144.9663028,-37.81685974,Takeaway Food Services
108234,226,Seats - Indoor,Carlton,Moretons Brasserie,144.9711405,-37.79543508,Cafes and Restaurants
611786,1108,Seats - Outdoor,Docklands,Hortus x Seven Seeds,144.9452948,-37.81711584,Cafes and Restaurants
103908,931,Seats - Indoor,Parkville,Xpresso Code,144.9501914,-37.79382016,Takeaway Food Services
105945,31,Seats - Outdoor,Melbourne (CBD),Brim CC,144.9549054,-37.81802782,Takeaway Food Services
102057,28,Seats - Outdoor,Melbourne (CBD),Signature Coffee,144.9737201,-37.81372701,Cafes and Restaurants
101097,35,Seats - Outdoor,Melbourne (CBD),Cafe Segovia,144.9643901,-37.81526825,Cafes and Restaurants
103408,345,Seats - Indoor,North Melbourne,Zhong Xing Asian Food & Sushi Noodle Bar,144.9490414,-37.80386264,Takeaway Food Services
102063,28,Seats - Indoor,Melbourne (CBD),Asian Pavillion ,144.9726281,-37.81430616,Cafes and Restaurants
105966,47,Seats - Indoor,Melbourne (CBD),Famished,144.9693812,-37.81330421,Cafes and Restaurants
110343,806,Seats - Indoor,Southbank,KFC,144.9583432,-37.82559096,Cafes and Restaurants
110095,42,Seats - Indoor,Melbourne (CBD),Pok Pok Junior,144.9578132,-37.81636534,Cafes and Restaurants
612820,52,Seats - Outdoor,Melbourne (CBD),Bread & Meat Co,144.9573923,-37.81531863,Takeaway Food Services
108625,710,Seats - Outdoor,Melbourne (Remainder),Subway,144.9762096,-37.836275,Takeaway Food Services
589841,76,Seats - Outdoor,Melbourne (CBD),Schnitz QV,144.9657034,-37.810658,Cafes and Restaurants
102034,360,Seats - Indoor,North Melbourne,Yeonga,144.956923,-37.80560474,Cafes and Restaurants
102178,870,Seats - Indoor,Melbourne (Remainder),My Serendipity Cafe,144.982664,-37.84633593,Cafes and Restaurants
602733,786,Seats - Indoor,Port Melbourne,Subway,144.920988,-37.82600955,Cafes and Restaurants
108232,226,Seats - Outdoor,Carlton,Fu Lu Chinese Cafe,144.9711594,-37.79532263,Cafes and Restaurants
110417,812,Seats - Outdoor,Southbank,Celina Cafe,144.9658273,-37.82280752,Cafes and Restaurants
101172,52,Seats - Indoor,Melbourne (CBD),Blu Fish Cafe,144.9561073,-37.81571393,Cafes and Restaurants
616022,2524,Seats - Outdoor,Kensington,The Premises Espresso,144.9301769,-37.79426147,Cafes and Restaurants
609479,1108,Seats - Indoor,Docklands,Coffee Gauge,144.9441447,-37.82029136,Cafes and Restaurants
588500,97,Seats - Indoor,Melbourne (CBD),Blu Point Caffe,144.9664575,-37.80822377,Cafes and Restaurants
101182,53,Seats - Outdoor,Melbourne (CBD),Yes Sushi  & Cafe,144.9599676,-37.81482935,Takeaway Food Services
108115,14,Seats - Outdoor,Melbourne (CBD),Maha Bar & Grill,144.9625299,-37.81819275,Cafes and Restaurants
576024,1104,Seats - Indoor,Docklands,Booji Cafe,144.9479753,-37.81925128,Cafes and Restaurants
103955,12,Seats - Indoor,Melbourne (CBD),Four 8 Five Cafe Bar & Dining,144.9581001,-37.81936891,Cafes and Restaurants
105862,62,Seats - Indoor,Melbourne (CBD),SMXL,144.9563672,-37.81477885,Cafes and Restaurants
110323,753,Seats - Indoor,Southbank,Melba Restaurant,144.9662623,-37.82066923,Cafes and Restaurants
110551,781,Seats - Indoor,Port Melbourne,Hall St Cafe,144.9253775,-37.82304058,Cafes and Restaurants
108236,226,Seats - Outdoor,Carlton,Calrton Pizzeria Bar and Restaurant,144.9711231,-37.79553609,Cafes and Restaurants
106227,247,Seats - Indoor,Carlton,Il Gusto,144.9671605,-37.80118693,Cafes and Restaurants
592048,52,Seats - Indoor,Melbourne (CBD),La Di Da,144.9556244,-37.81551353,Cafes and Restaurants
560001,1109,Seats - Indoor,Docklands,Rejuice Bar & Cafe,144.9412614,-37.81460533,Cafes and Restaurants
108233,226,Seats - Outdoor,Carlton,The Olive Jar,144.9711498,-37.7953809,Cafes and Restaurants
108114,14,Seats - Outdoor,Melbourne (CBD),Cafe 34,144.9624375,-37.81798973,Cafes and Restaurants
618951,920,Seats - Indoor,Parkville,Isabella ,144.9550404,-37.79885182,Cafes and Restaurants
578322,6,Seats - Outdoor,Melbourne (CBD),Cafe Chinotto,144.9699175,-37.81784465,Cafes and Restaurants
106124,206,Seats - Outdoor,Carlton,Original Lolly Store,144.96678,-37.79982758,Other Specialised Food Retailing
575820,802,Seats - Indoor,Southbank,The Meat & Wine Co,144.962154,-37.82167834,Cafes and Restaurants
108588,47,Seats - Outdoor,Melbourne (CBD),Ba'get,144.9685948,-37.81316722,Cafes and Restaurants
103312,65,Seats - Indoor,Melbourne (CBD),Sushi Sushi,144.9628783,-37.81261442,Takeaway Food Services
104453,243,Seats - Outdoor,Carlton,Animal Orchestra,144.9634206,-37.80059737,Cafes and Restaurants
105913,38,Seats - Indoor,Melbourne (CBD),Rare Steakhouse,144.9716953,-37.81309819,Cafes and Restaurants
106229,247,Seats - Outdoor,Carlton,Villa Romana,144.9673242,-37.80137656,Cafes and Restaurants
664626,270,Seats - Indoor,Parkville,HJC Bar,144.9612468,-37.79739836,Cafes and Restaurants
108552,66,Seats - Indoor,Melbourne (CBD),Nam Loong Restaurant,144.9671667,-37.81140869,Cafes and Restaurants
599505,1103,Seats - Indoor,Docklands,Flaming Chilli,144.947217,-37.81817241,Takeaway Food Services
105928,35,Seats - Indoor,Melbourne (CBD),Cafe Segovia,144.9642254,-37.81528948,Cafes and Restaurants
111078,266,Seats - Outdoor,Carlton,Orr Street Cafe,144.9654007,-37.8063402,Cafes and Restaurants
108583,67,Seats - Indoor,Melbourne (CBD),Shou Sumiyaki,144.9678632,-37.81158809,Cafes and Restaurants
104090,114,Seats - Outdoor,Melbourne (CBD),Muleta's,144.9581156,-37.80861319,"Pubs, Taverns and Bars"
560004,1109,Seats - Outdoor,Docklands,Medici Cafe Bar Restaurant,144.942139,-37.81434525,Cafes and Restaurants
108458,915,Seats - Outdoor,Parkville,Cafe Royale,144.9575513,-37.79539648,Cafes and Restaurants
579362,773,Seats - Indoor,Docklands,Mad Duck Cafe,144.9435506,-37.82438863,Cafes and Restaurants
109709,424,Seats - Outdoor,West Melbourne (Residential),Clever Polly's,144.9510931,-37.80556778,"Pubs, Taverns and Bars"
598605,444,Seats - Indoor,West Melbourne (Residential),Western Coffee Lounge,144.9503335,-37.81194572,Cafes and Restaurants
106438,13,Seats - Outdoor,Melbourne (CBD),KCL (Koury's Coffee Lounge) ,144.9611339,-37.81848796,Cafes and Restaurants
110478,806,Seats - Indoor,Southbank,Crown Metropol,144.9583432,-37.82559096,Accommodation
109997,607,Seats - Outdoor,East Melbourne,Espresso Extraction,144.9855915,-37.81618515,Takeaway Food Services
108973,1101,Seats - Indoor,Docklands,Grill'd,144.9523393,-37.81815358,Cafes and Restaurants
103325,35,Seats - Outdoor,Melbourne (CBD),Hudsons Elizabeth Street,144.9641934,-37.81591326,Cafes and Restaurants
110435,748,Seats - Indoor,Southbank,Humbaba,144.9695681,-37.83002436,Cafes and Restaurants
105698,65,Seats - Indoor,Melbourne (CBD),Chokolait,144.9638386,-37.81245199,Cafes and Restaurants
598269,91,Seats - Indoor,West Melbourne (Residential),Impresso Cafe,144.9535989,-37.81229604,Cafes and Restaurants
105485,95,Seats - Indoor,Melbourne (CBD),Diane Sushi on La Trobe,144.9623409,-37.80965592,Takeaway Food Services
101231,58,Seats - Indoor,Melbourne (CBD),Cafe On Bourke,144.971689,-37.81137728,Cafes and Restaurants
109303,85,Seats - Outdoor,Melbourne (CBD),Starbucks ,144.9642637,-37.8112271,Cafes and Restaurants
110611,741,Seats - Indoor,Southbank,ACCA Cafe,144.9671699,-37.82656258,Takeaway Food Services
573414,1108,Seats - Indoor,Docklands,In A Rush 800,144.9451224,-37.81888389,Cafes and Restaurants
105933,33,Seats - Indoor,Melbourne (CBD),Thailander,144.9605354,-37.8162542,Cafes and Restaurants
110765,24,Seats - Outdoor,Melbourne (CBD),Robot Sushi & Bar,144.9638971,-37.81719967,Cafes and Restaurants
611366,1108,Seats - Outdoor,Docklands,Melbourne Vietnam Noodle House,144.9446836,-37.81993681,Cafes and Restaurants
101212,57,Seats - Indoor,Melbourne (CBD),Ginza Teppanyaki Japanese Restaurant,144.9685359,-37.81206119,Cafes and Restaurants
102123,33,Seats - Indoor,Melbourne (CBD),Kenny's Bakery Cafe ,144.959442,-37.81730302,Takeaway Food Services
106291,652,Seats - Indoor,East Melbourne,Treasury Eats Cafe ,144.9755868,-37.81264492,Cafes and Restaurants
589841,76,Seats - Indoor,Melbourne (CBD),Gong Cha,144.9657034,-37.810658,Takeaway Food Services
106149,207,Seats - Outdoor,Carlton,Milk The Cow,144.9671258,-37.79777439,Cafes and Restaurants
108646,724,Seats - Indoor,Melbourne (Remainder),Spudbar @ Chevron,144.9798191,-37.8455379,Takeaway Food Services
103908,931,Seats - Indoor,Parkville,Smith And Singleton,144.9501914,-37.79382016,Cafes and Restaurants
611367,1108,Seats - Outdoor,Docklands,Caffe Esc,144.9457644,-37.82205739,Cafes and Restaurants
578322,6,Seats - Indoor,Melbourne (CBD),Bokchoy Tang,144.9699175,-37.81784465,Cafes and Restaurants
101789,25,Seats - Outdoor,Melbourne (CBD),Eurolane Cafe ,144.9655966,-37.8166033,Cafes and Restaurants
110858,88,Seats - Indoor,Melbourne (CBD),Ways & Means Cafe,144.9710147,-37.80814522,Cafes and Restaurants
103167,14,Seats - Outdoor,Melbourne (CBD),McDonalds,144.9644996,-37.81782922,Cafes and Restaurants
109301,65,Seats - Indoor,Melbourne (CBD),McDonalds,144.9645071,-37.81180752,Cafes and Restaurants
602733,786,Seats - Outdoor,Port Melbourne,Black Jack Cafe,144.920988,-37.82600955,Cafes and Restaurants
534003,266,Seats - Indoor,Carlton,St2 Expresso,144.965473,-37.80671528,Takeaway Food Services
110336,801,Seats - Indoor,Southbank,The Bond Store Cafe,144.9638744,-37.82193589,Cafes and Restaurants
103948,14,Seats - Indoor,Melbourne (CBD),Toby's Estate Coffee,144.963491,-37.81775826,Cafes and Restaurants
103396,345,Seats - Outdoor,North Melbourne,Toast Kitchen Cafe,144.9490423,-37.80463699,Cafes and Restaurants
105953,43,Seats - Indoor,Melbourne (CBD),Bistro Vue,144.9601101,-37.81596878,Cafes and Restaurants
108627,720,Seats - Indoor,Melbourne (Remainder),Aromatic Espresso,144.9770428,-37.83774553,Cafes and Restaurants
110433,748,Seats - Outdoor,Southbank,Nashi ,144.9702153,-37.82981139,Cafes and Restaurants
104563,84,Seats - Indoor,Melbourne (CBD),Krimper,144.9601274,-37.81115719,Cafes and Restaurants
105936,33,Seats - Indoor,Melbourne (CBD),Dikstein's Corner Bar,144.9603413,-37.81631094,Cafes and Restaurants
602256,571,Seats - Outdoor,Kensington,Saj Mediterranean Grill,144.9155212,-37.78257294,Cafes and Restaurants
111175,803,Seats - Indoor,Southbank,Rosetta,144.9586604,-37.82312164,Cafes and Restaurants
110606,753,Seats - Indoor,Southbank,In A Rush,144.9662623,-37.82066923,Takeaway Food Services
101165,41,Seats - Outdoor,Melbourne (CBD),Kinfolk Cafe,144.9541004,-37.81721781,Cafes and Restaurants
105948,41,Seats - Outdoor,Melbourne (CBD),Saint & Rogue,144.9553525,-37.81740928,"Pubs, Taverns and Bars"
104437,920,Seats - Outdoor,Parkville,Hudsons Coffee Melbourne Private,144.9559628,-37.79854141,Cafes and Restaurants
108073,53,Seats - Indoor,Melbourne (CBD),Oree,144.9599857,-37.81452036,Cafes and Restaurants
110690,113,Seats - Indoor,Melbourne (CBD),Coffea Coffee,144.9572395,-37.80745984,Cafes and Restaurants
101219,57,Seats - Indoor,Melbourne (CBD),Chine On Paramount / Chine Express ,144.9697778,-37.81170307,Cafes and Restaurants
102165,38,Seats - Indoor,Melbourne (CBD),Koko Black Chocolate,144.9718392,-37.81355886,Cafes and Restaurants
106229,247,Seats - Indoor,Carlton,Villa Romana,144.9673242,-37.80137656,Cafes and Restaurants
110011,607,Seats - Outdoor,East Melbourne,Memoria Cafe,144.98763,-37.81638646,Cafes and Restaurants
103938,16,Seats - Indoor,Melbourne (CBD),Ezard,144.9683751,-37.81635789,Cafes and Restaurants
110671,113,Seats - Indoor,Melbourne (CBD),Josies Food Bar,144.9572395,-37.80745984,Cafes and Restaurants
600431,774,Seats - Outdoor,Port Melbourne,Underbridge Sports Bar & Cafe,144.9309535,-37.82210926,"Pubs, Taverns and Bars"
103419,345,Seats - Outdoor,North Melbourne,Snax Deli,144.9492871,-37.80323404,Cafes and Restaurants
110452,748,Seats - Indoor,Southbank,Arkibar,144.9700956,-37.82936085,Cafes and Restaurants
110095,42,Seats - Outdoor,Melbourne (CBD),Spin Coffee,144.9578132,-37.81636534,Cafes and Restaurants
110606,753,Seats - Outdoor,Southbank,Bluetrain,144.9662623,-37.82066923,Cafes and Restaurants
504544,58,Seats - Indoor,Melbourne (CBD),Red Pepper Indian Restaurant,144.972413,-37.81127672,Cafes and Restaurants
106090,254,Seats - Indoor,Carlton,Universal Pizza,144.966075,-37.80391066,Cafes and Restaurants
611367,1108,Seats - Indoor,Docklands,Koji Sushi,144.9457644,-37.82205739,Cafes and Restaurants
109314,95,Seats - Indoor,Melbourne (CBD),KFC,144.963217,-37.80904283,Cafes and Restaurants
101613,204,Seats - Indoor,Carlton,Clyde Hotel,144.9657541,-37.79725532,"Pubs, Taverns and Bars"
105868,64,Seats - Indoor,Melbourne (CBD),Nando's,144.9609004,-37.81365679,Cafes and Restaurants
101226,58,Seats - Indoor,Melbourne (CBD),Bottega Restaurant,144.9710074,-37.81168307,Cafes and Restaurants
611394,1,Seats - Outdoor,Melbourne (CBD),Nandos Northbank,144.9565185,-37.82099397,Cafes and Restaurants
609487,1105,Seats - Outdoor,Docklands,The Hof Downtown,144.9489519,-37.81914692,Cafes and Restaurants
511518,114,Seats - Outdoor,Melbourne (CBD),CY Sushi & Noodle,144.9599508,-37.80794087,Cafes and Restaurants
602733,786,Seats - Outdoor,Port Melbourne,Subway,144.920988,-37.82600955,Cafes and Restaurants
101172,52,Seats - Outdoor,Melbourne (CBD),Mistress Bourke and the King,144.9561073,-37.81571393,Cafes and Restaurants
109827,358,Seats - Outdoor,North Melbourne,Melbourne Kebab Cafe,144.9554948,-37.80560889,Takeaway Food Services
623557,804,Seats - Indoor,Southbank,Melbourne Exhibition Centre,144.9523782,-37.82539976,Other Administrative Services n.e.c.
107956,334,Seats - Indoor,North Melbourne,Queensberry Lunch Bar,144.944795,-37.80234575,Takeaway Food Services
111175,803,Seats - Indoor,Southbank,Spice Temple,144.9586604,-37.82312164,Cafes and Restaurants
108975,18,Seats - Indoor,Melbourne (CBD),The Truffula Seed Cafe,144.9739716,-37.81505201,Cafes and Restaurants
620308,1110,Seats - Indoor,Docklands,Gloria Jean's Coffees Harbour Town,144.9378299,-37.81315031,Cafes and Restaurants
111283,52,Seats - Indoor,Melbourne (CBD),Crisp Creative Salad,144.9573923,-37.81531863,Takeaway Food Services
101217,57,Seats - Indoor,Melbourne (CBD),Flower Drum,144.9692645,-37.81207094,Cafes and Restaurants
102067,27,Seats - Outdoor,Melbourne (CBD),Barista 101,144.9707498,-37.81492031,Cafes and Restaurants
105989,95,Seats - Indoor,Melbourne (CBD),Little Charley - Brady Hotels Central Melbourne,144.9626724,-37.80917165,Cafes and Restaurants
103942,15,Seats - Indoor,Melbourne (CBD),The Journal Canteen/Oskars Kitchen,144.9659028,-37.81706291,Cafes and Restaurants
105684,66,Seats - Outdoor,Melbourne (CBD),International Diethnes Cakes,144.9668486,-37.81118708,Cafes and Restaurants
101176,53,Seats - Indoor,Melbourne (CBD),Rosa's Canteen,144.9587607,-37.81494883,Cafes and Restaurants
599505,1103,Seats - Outdoor,Docklands,Kagawa Japanese Cafe,144.947217,-37.81817241,Cafes and Restaurants
101180,53,Seats - Indoor,Melbourne (CBD),Donatos Licensed Cafe Restaurant,144.9595998,-37.81486162,Cafes and Restaurants
103395,345,Seats - Indoor,North Melbourne,Salt Seafood and Burger Bar,144.9490316,-37.80470159,Takeaway Food Services
620314,1110,Seats - Indoor,Docklands,The Groove Train,144.9378299,-37.81315031,Cafes and Restaurants
106373,44,Seats - Indoor,Melbourne (CBD),Red Spice Road,144.9614687,-37.8152325,Cafes and Restaurants
102146,35,Seats - Indoor,Melbourne (CBD),Dymocks,144.9656577,-37.81541957,Newspaper and Book Retailing
103315,45,Seats - Outdoor,Melbourne (CBD),Pho Flinders,144.963743,-37.81484304,Cafes and Restaurants
106969,230,Seats - Outdoor,Carlton,French Lettuce,144.9751345,-37.79439894,Takeaway Food Services
106189,217,Seats - Outdoor,Carlton,Trotters Restaurant,144.9677565,-37.79763393,Cafes and Restaurants
101186,54,Seats - Indoor,Melbourne (CBD),Corner & Bench,144.961492,-37.81443611,Cafes and Restaurants
110343,806,Seats - Indoor,Southbank,McDonalds,144.9583432,-37.82559096,Cafes and Restaurants
105851,54,Seats - Indoor,Melbourne (CBD),Triim,144.9612043,-37.8138513,Cafes and Restaurants
105747,85,Seats - Indoor,Melbourne (CBD),Sakura Kaiten Sushi II,144.9639969,-37.81152964,Cafes and Restaurants
108982,38,Seats - Outdoor,Melbourne (CBD),Saki Sushi Bar,144.9731836,-37.81260039,Takeaway Food Services
103929,17,Seats - Indoor,Melbourne (CBD),Yu-U,144.9700425,-37.8157316,Cafes and Restaurants
110147,43,Seats - Indoor,Melbourne (CBD),Trios Cafe,144.9589224,-37.81630648,Cafes and Restaurants
106076,266,Seats - Indoor,Carlton,No1 Steam Boat,144.9656386,-37.80673947,Cafes and Restaurants
104028,17,Seats - Indoor,Melbourne (CBD),Tonka Bar & Restaurant,144.9714735,-37.81589712,Cafes and Restaurants
598658,1104,Seats - Indoor,Docklands,Twirled Pasta Bar,144.9479753,-37.81925128,Cafes and Restaurants
106096,254,Seats - Indoor,Carlton,Tank Fish And Chippery ,144.9661179,-37.80366248,Cafes and Restaurants
102152,36,Seats - Outdoor,Melbourne (CBD),Cafenatics,144.9678476,-37.81450301,Takeaway Food Services
109413,46,Seats - Outdoor,Melbourne (CBD),Tsujiri,144.9662039,-37.81417648,Takeaway Food Services
101450,228,Seats - Outdoor,Carlton,Dan O'Connell Hotel,144.9733817,-37.79303229,"Pubs, Taverns and Bars"
101023,87,Seats - Indoor,Melbourne (CBD),Bennetts Lane Jazz Club,144.967558,-37.80889245,"Pubs, Taverns and Bars"
589841,76,Seats - Indoor,Melbourne (CBD),Idarts Hive,144.9657034,-37.810658,"Pubs, Taverns and Bars"
106373,44,Seats - Outdoor,Melbourne (CBD),Red Spice Road,144.9614687,-37.8152325,Cafes and Restaurants
108076,63,Seats - Outdoor,Melbourne (CBD),Sool Tong,144.9599073,-37.81386746,Cafes and Restaurants
104003,14,Seats - Indoor,Melbourne (CBD),Anchor Espresso,144.9627098,-37.81858716,Cafes and Restaurants
106246,252,Seats - Indoor,Carlton,Pasta Rustica Ristorante,144.966737,-37.80366897,Cafes and Restaurants
106023,72,Seats - Indoor,Melbourne (CBD),The Little Cafe On Healeys Lane,144.9555653,-37.81329521,Cafes and Restaurants
110843,1101,Seats - Outdoor,Docklands,Michel's Pattiserie,144.951187,-37.81501701,Bakery Product Manufacturing (Non-factory based)
101213,57,Seats - Indoor,Melbourne (CBD),Virgin Active Health Club,144.9688573,-37.81199769,Health and Fitness Centres and Gymnasia Operation
589841,76,Seats - Indoor,Melbourne (CBD),Meat Fish Wine,144.9657034,-37.810658,Cafes and Restaurants
103601,57,Seats - Indoor,Melbourne (CBD),Golden Delicious,144.9699123,-37.81128986,Cafes and Restaurants
558316,51,Seats - Indoor,Melbourne (CBD),Langleys,144.9540371,-37.81626998,Cafes and Restaurants
108581,67,Seats - Indoor,Melbourne (CBD),Seoul House Korean Restaurant,144.9676444,-37.81098272,Cafes and Restaurants
602256,571,Seats - Indoor,Kensington,Zigzag Salads & Burgers,144.9155212,-37.78257294,Cafes and Restaurants
101219,57,Seats - Indoor,Melbourne (CBD),D'Marcos  Espresso Bar,144.9697778,-37.81170307,Takeaway Food Services
105850,54,Seats - Outdoor,Melbourne (CBD),Coffee 7,144.9613937,-37.81379622,Cafes and Restaurants
106017,74,Seats - Outdoor,Melbourne (CBD),Gypsy & Pig,144.9603411,-37.81187439,Cafes and Restaurants
103407,345,Seats - Outdoor,North Melbourne,Wonky Trolley,144.9490476,-37.80390823,Cafes and Restaurants
108646,724,Seats - Outdoor,Melbourne (Remainder),Rice @ Chevron,144.9798191,-37.8455379,Cafes and Restaurants
625840,47,Seats - Outdoor,Melbourne (CBD),Roll'd Southen Cross Lane,144.9701092,-37.81281453,Cafes and Restaurants
109312,95,Seats - Outdoor,Melbourne (CBD),Hungry Jack's,144.9634198,-37.80945732,Cafes and Restaurants
111071,18,Seats - Indoor,Melbourne (CBD),No 8 Exhibition Cafe,144.9727209,-37.81546181,Cafes and Restaurants
105743,74,Seats - Indoor,Melbourne (CBD),Moo Moo Pho,144.9617626,-37.81212877,Cafes and Restaurants
111067,252,Seats - Indoor,Carlton,Carlton Curry House,144.9666993,-37.80443778,Cafes and Restaurants
104659,64,Seats - Outdoor,Melbourne (CBD),The Mill,144.960908,-37.81323451,Cafes and Restaurants
106125,206,Seats - Outdoor,Carlton,New Zealand Natural Ice Cream,144.9667834,-37.79978368,Takeaway Food Services
106099,246,Seats - Outdoor,Carlton,Casa Del Gelato,144.9664107,-37.80186402,Takeaway Food Services
110148,33,Seats - Indoor,Melbourne (CBD),The Australian Club,144.9591218,-37.81674542,Other Interest Group Services n.e.c.
106100,246,Seats - Outdoor,Carlton,Kokoblack,144.966446,-37.80178513,Cafes and Restaurants
108646,724,Seats - Outdoor,Melbourne (Remainder),Spudbar @ Chevron,144.9798191,-37.8455379,Takeaway Food Services
105746,85,Seats - Indoor,Melbourne (CBD),Nando's Melbourne Central,144.9630189,-37.81073331,Cafes and Restaurants
108626,720,Seats - Indoor,Melbourne (Remainder),Cafe 409,144.9767624,-37.8373358,Cafes and Restaurants
101204,56,Seats - Indoor,Melbourne (CBD),Red Silks Restaurant & Bar,144.9672768,-37.8124312,Cafes and Restaurants
106196,217,Seats - Indoor,Carlton,Sea Saltfish & Sushi Bar,144.9676347,-37.79832944,Cafes and Restaurants
103938,16,Seats - Indoor,Melbourne (CBD),Om Nom,144.9683751,-37.81635789,Cafes and Restaurants
108093,84,Seats - Outdoor,Melbourne (CBD),Corner Lane Cafe,144.9596748,-37.81181165,Cafes and Restaurants
570824,345,Seats - Outdoor,North Melbourne,D.D. Panda,144.9487135,-37.80474738,Takeaway Food Services
110355,812,Seats - Indoor,Southbank,The Beggar's Bowl,144.9658443,-37.82222503,Takeaway Food Services
520595,66,Seats - Indoor,Melbourne (CBD),Rice Workshop,144.9657813,-37.81224859,Cafes and Restaurants
103942,15,Seats - Outdoor,Melbourne (CBD),The Journal Canteen/Oskars Kitchen,144.9659028,-37.81706291,Cafes and Restaurants
613252,1108,Seats - Indoor,Docklands,Panda Loves Fish,144.9458305,-37.821044,Cafes and Restaurants
102118,32,Seats - Indoor,Melbourne (CBD),Yuzu Cafe & Cuisine,144.9579514,-37.8176551,Cafes and Restaurants
108072,53,Seats - Indoor,Melbourne (CBD),Plus 6zer0,144.9602243,-37.81467989,Cafes and Restaurants
603923,78,Seats - Indoor,Melbourne (CBD),Shuji Sushi,144.9707325,-37.8091842,Cafes and Restaurants
101227,58,Seats - Outdoor,Melbourne (CBD),Self Preservation,144.9710755,-37.81166963,Cafes and Restaurants
101176,53,Seats - Indoor,Melbourne (CBD),Earl Canteen,144.9587607,-37.81494883,Cafes and Restaurants
109985,656,Seats - Indoor,East Melbourne,Aggies Cafe Bar Restaurant,144.9799837,-37.81680765,Cafes and Restaurants
106372,44,Seats - Indoor,Melbourne (CBD),Guhng ,144.961621,-37.81534187,Cafes and Restaurants
598590,1105,Seats - Indoor,Docklands,Shinsei Rice & Sushi Bar,144.9492736,-37.81999404,Cafes and Restaurants
109721,423,Seats - Indoor,West Melbourne (Residential),Three Crowns Hotel,144.9494595,-37.80539883,"Pubs, Taverns and Bars"
525992,257,Seats - Outdoor,Carlton,Briscola,144.9613352,-37.80242146,Cafes and Restaurants
102125,33,Seats - Indoor,Melbourne (CBD),N Lee Bakery,144.9599965,-37.81679183,Cafes and Restaurants
108228,226,Seats - Indoor,Carlton,Osc&r On Rathdowne ,144.9711917,-37.79514419,Cafes and Restaurants
104450,245,Seats - Indoor,Carlton,Rakuzen Simple Japanese ,144.9651037,-37.80077102,Cafes and Restaurants
106226,247,Seats - Outdoor,Carlton,Nadalon Fusion,144.9671684,-37.80113981,Cafes and Restaurants
101693,246,Seats - Indoor,Carlton,Don Tojo,144.9656265,-37.80132569,Cafes and Restaurants
589841,76,Seats - Indoor,Melbourne (CBD),Red Spice QV,144.9657034,-37.810658,Cafes and Restaurants
105928,35,Seats - Outdoor,Melbourne (CBD),Brown Sugar Cafe,144.9642254,-37.81528948,Cafes and Restaurants
632898,1103,Seats - Indoor,Docklands,Salud Espresso Bar,144.9490176,-37.81792089,Cafes and Restaurants
603923,78,Seats - Indoor,Melbourne (CBD),Bluebag,144.9707325,-37.8091842,Cafes and Restaurants
109794,354,Seats - Indoor,North Melbourne,Rubiras North Melbourne,144.9501455,-37.80496737,Cafes and Restaurants
559161,801,Seats - Indoor,Southbank,Belgian Beer Cafe Melbourne,144.9645668,-37.82166549,"Pubs, Taverns and Bars"
