property_id,block_id,seating_type,clue_small_area,trading_name,x_coordinate,y_coordinate,industry_anzsic4_description
102143,35,Seats - Indoor,Melbourne (CBD),Burger Project St. Collins Lane,144.9648999,-37.81536587,Cafes and Restaurants
103525,354,Seats - Outdoor,North Melbourne,Sosta Cucina,144.9495689,-37.80483255,Cafes and Restaurants
104080,105,Seats - Indoor,Melbourne (CBD),No 1 Delicious,144.9617628,-37.80816923,Cafes and Restaurants
101175,53,Seats - Outdoor,Melbourne (CBD),Bluestones 520 Cafe,144.9583865,-37.81527349,Cafes and Restaurants
109706,424,Seats - Indoor,West Melbourne (Residential),One Star Coffee Lounge,144.9513664,-37.80562951,Cafes and Restaurants
108114,14,Seats - Indoor,Melbourne (CBD),Kenny's Bakery Cafe,144.9624375,-37.81798973,Takeaway Food Services
103402,345,Seats - Indoor,North Melbourne,Townhall Hotel North Melbourne,144.9489068,-37.80414139,"Pubs, Taverns and Bars"
108620,710,Seats - Indoor,Melbourne (Remainder),I Sushi ,144.9757194,-37.83548357,Cafes and Restaurants
101178,53,Seats - Indoor,Melbourne (CBD),Original Sushi,144.9593794,-37.8150902,Cafes and Restaurants
105964,46,Seats - Outdoor,Melbourne (CBD),Sarti Restaurant & Bar,144.9675807,-37.81390779,Cafes and Restaurants
578320,6,Seats - Indoor,Melbourne (CBD),Crossbar Cafe,144.9699175,-37.81784465,Cafes and Restaurants
106033,82,Seats - Indoor,Melbourne (CBD),The Workers Food Room,144.9555039,-37.81299012,Cafes and Restaurants
108843,1,Seats - Outdoor,Melbourne (CBD),Vista Fiyme,144.9563969,-37.8213142,Cafes and Restaurants
101199,56,Seats - Indoor,Melbourne (CBD),Melbourne Dae Jang Geum Korean BBQ,144.9658365,-37.81296443,Cafes and Restaurants
103626,48,Seats - Indoor,Melbourne (CBD),European Bier Cafe,144.9711999,-37.81285806,"Pubs, Taverns and Bars"
108621,710,Seats - Outdoor,Melbourne (Remainder),Deja Vue,144.9760426,-37.83570366,Cafes and Restaurants
108626,720,Seats - Outdoor,Melbourne (Remainder),Cafe 409,144.9767624,-37.8373358,Cafes and Restaurants
108627,720,Seats - Indoor,Melbourne (Remainder),Rolld 417 St Kilda,144.9770428,-37.83774553,Cafes and Restaurants
101127,46,Seats - Outdoor,Melbourne (CBD),Cafe Box,144.9679684,-37.81310923,Takeaway Food Services
108024,257,Seats - Indoor,Carlton,Refuel Catering,144.9610023,-37.80395655,Cafes and Restaurants
106087,254,Seats - Outdoor,Carlton,Mercadante Pizza,144.9660342,-37.80408996,Cafes and Restaurants
108229,226,Seats - Indoor,Carlton,Carlton Fish & Chips,144.9711835,-37.79518777,Takeaway Food Services
105707,64,Seats - Indoor,Melbourne (CBD),Hawker Boys,144.9606809,-37.81303978,Cafes and Restaurants
110151,13,Seats - Indoor,Melbourne (CBD),Shiraaz at CBD Fine Indian Cuisine,144.9599653,-37.81877654,Cafes and Restaurants
111175,803,Seats - Indoor,Southbank,The Merrywell,144.9586604,-37.82312164,Cafes and Restaurants
110690,113,Seats - Outdoor,Melbourne (CBD),Le Croissant Des Halles,144.9572395,-37.80745984,Cafes and Restaurants
102079,25,Seats - Indoor,Melbourne (CBD),Om Vegetarian,144.9663304,-37.81584476,Cafes and Restaurants
109668,644,Seats - Indoor,East Melbourne,East Side Story Bar + Cafe,144.9748871,-37.80862592,Cafes and Restaurants
110006,607,Seats - Indoor,East Melbourne,Little Asian House,144.9873074,-37.81634891,Cafes and Restaurants
110655,6,Seats - Indoor,Melbourne (CBD),Pilgrim,144.9689349,-37.81865919,Cafes and Restaurants
102504,861,Seats - Indoor,South Yarra,Bacash,144.9819451,-37.83430009,Cafes and Restaurants
110639,788,Seats - Indoor,Port Melbourne,KFC,144.918605,-37.8310487,Cafes and Restaurants
105311,61,Seats - Indoor,Melbourne (CBD),Kings Takeaway,144.9548584,-37.81514931,Takeaway Food Services
110336,801,Seats - Outdoor,Southbank,The Bond Store Cafe,144.9638744,-37.82193589,Cafes and Restaurants
109318,105,Seats - Indoor,Melbourne (CBD),Level 7 Cafe,144.9626932,-37.80826292,Cafes and Restaurants
604119,1108,Seats - Indoor,Docklands,IGG International Buffet and Bar,144.9429888,-37.81938143,Cafes and Restaurants
103525,354,Seats - Indoor,North Melbourne,Sosta Cucina,144.9495689,-37.80483255,Cafes and Restaurants
102157,37,Seats - Indoor,Melbourne (CBD),Prix Fixe,144.9702813,-37.8139675,Cafes and Restaurants
102125,33,Seats - Indoor,Melbourne (CBD),Benito's,144.9599965,-37.81679183,Cafes and Restaurants
106249,252,Seats - Indoor,Carlton,Da Guido,144.9666832,-37.80403393,Cafes and Restaurants
101789,25,Seats - Outdoor,Melbourne (CBD),Cafe Issus,144.9655966,-37.8166033,Cafes and Restaurants
108068,43,Seats - Indoor,Melbourne (CBD),Lanai Restaurant & Bar,144.9606367,-37.81581152,Cafes and Restaurants
599505,1103,Seats - Indoor,Docklands,Kollabo,144.947217,-37.81817241,Cafes and Restaurants
603923,78,Seats - Indoor,Melbourne (CBD),Roll'd Lonsdale Street,144.9707325,-37.8091842,Cafes and Restaurants
103180,54,Seats - Outdoor,Melbourne (CBD),Subway,144.9627079,-37.81388737,Takeaway Food Services
103957,11,Seats - Indoor,Melbourne (CBD),Grain Store,144.9566017,-37.81988484,Cafes and Restaurants
105741,74,Seats - Indoor,Melbourne (CBD),Degani Bakery Cafe,144.9611344,-37.81200936,Cafes and Restaurants
101158,42,Seats - Indoor,Melbourne (CBD),Piatti,144.9566688,-37.81651427,Cafes and Restaurants
106056,87,Seats - Indoor,Melbourne (CBD),The League Of Honest Coffee,144.9684463,-37.80913993,Cafes and Restaurants
578096,1105,Seats - Indoor,Docklands,Coffee Rush,144.9502584,-37.81864992,Cafes and Restaurants
110708,72,Seats - Indoor,Melbourne (CBD),Kenny's Bakery Cafe ,144.9560169,-37.8134766,Cafes and Restaurants
106132,206,Seats - Indoor,Carlton,Lygon Food Store,144.966868,-37.79929755,Cafes and Restaurants
110669,34,Seats - Outdoor,Melbourne (CBD),Thailander,144.9629844,-37.81570426,Takeaway Food Services
105390,42,Seats - Indoor,Melbourne (CBD),Shuji Sushi,144.956182,-37.8165272,Cafes and Restaurants
106336,319,Seats - Indoor,North Melbourne,Cafe 99,144.9421193,-37.79717284,Takeaway Food Services
105959,44,Seats - Indoor,Melbourne (CBD),Emilia Trattoria,144.9626388,-37.81528248,Cafes and Restaurants
101116,48,Seats - Outdoor,Melbourne (CBD),Tuscan Bar Melbourne,144.9710404,-37.81217956,Cafes and Restaurants
103227,104,Seats - Indoor,Melbourne (CBD),Tea Up,144.9601146,-37.8087318,Takeaway Food Services
106871,212,Seats - Outdoor,Carlton,Fatayer Cafe,144.9690954,-37.79465838,Cafes and Restaurants
559024,246,Seats - Outdoor,Carlton,NL House,144.9656841,-37.80080712,Takeaway Food Services
110843,1101,Seats - Indoor,Docklands,Theobroma Chocolate Lounge ,144.951187,-37.81501701,Cafes and Restaurants
108582,67,Seats - Indoor,Melbourne (CBD),Home Kitchen & Bar,144.9679947,-37.81132789,Cafes and Restaurants
109318,105,Seats - Indoor,Melbourne (CBD),Chan Charlie Chan,144.9626932,-37.80826292,Cafes and Restaurants
108506,904,Seats - Outdoor,Parkville,Primary Cafe,144.9586811,-37.78398214,Cafes and Restaurants
604124,1108,Seats - Outdoor,Docklands,Southern China Style Cuisine,144.943969,-37.81927362,Cafes and Restaurants
602997,47,Seats - Outdoor,Melbourne (CBD),Dumpling King,144.9701092,-37.81281453,Cafes and Restaurants
111175,803,Seats - Indoor,Southbank,Emporio Dell Pasta,144.9586604,-37.82312164,Cafes and Restaurants
105746,85,Seats - Indoor,Melbourne (CBD),Theobroma Chocolate Lounge,144.9630189,-37.81073331,Cafes and Restaurants
602733,786,Seats - Outdoor,Port Melbourne,Felicci's,144.920988,-37.82600955,Cafes and Restaurants
578096,1105,Seats - Indoor,Docklands,Cavallino Cafe,144.9502584,-37.81864992,Cafes and Restaurants
105738,74,Seats - Outdoor,Melbourne (CBD),Hash Specialty Coffee And Roasters,144.9605306,-37.81240787,Cafes and Restaurants
556742,904,Seats - Outdoor,Parkville,Vibe Hotel,144.958804,-37.78289944,Accommodation
106435,13,Seats - Indoor,Melbourne (CBD),The Trust,144.9604206,-37.81864585,Cafes and Restaurants
105304,51,Seats - Outdoor,Melbourne (CBD),King Jons,144.9551492,-37.81584127,Cafes and Restaurants
102079,25,Seats - Outdoor,Melbourne (CBD),Three Drops Espresso,144.9663304,-37.81584476,Cafes and Restaurants
102503,861,Seats - Indoor,South Yarra,Botanical Hotel,144.9816996,-37.83431735,Cafes and Restaurants
106099,246,Seats - Indoor,Carlton,Casa Del Gelato,144.9664107,-37.80186402,Takeaway Food Services
593695,613,Seats - Outdoor,East Melbourne,Kiwi Tribeca Fish Burger Bar,144.9856254,-37.81004657,Takeaway Food Services
103144,215,Seats - Outdoor,Carlton,Campos Coffee,144.96981,-37.79715068,Cafes and Restaurants
110607,753,Seats - Outdoor,Southbank,Jarrah Restaurant & Bar,144.9671147,-37.82038777,Cafes and Restaurants
578357,1109,Seats - Outdoor,Docklands,Fish Bar,144.9427543,-37.81473601,Cafes and Restaurants
101187,54,Seats - Outdoor,Melbourne (CBD),La Belle Miette,144.9617562,-37.81416355,Takeaway Food Services
110606,753,Seats - Indoor,Southbank,Tutto bene,144.9662623,-37.82066923,Cafes and Restaurants
101204,56,Seats - Indoor,Melbourne (CBD),Sushi Hotaru,144.9672768,-37.8124312,Cafes and Restaurants
108097,74,Seats - Indoor,Melbourne (CBD),Red Cliff Chinese Restaurant,144.9599448,-37.81247811,Cafes and Restaurants
110669,34,Seats - Outdoor,Melbourne (CBD),Viet St,144.9629844,-37.81570426,Takeaway Food Services
597183,27,Seats - Indoor,Melbourne (CBD),Spice Market,144.9698467,-37.81516811,"Pubs, Taverns and Bars"
110843,1101,Seats - Indoor,Docklands,Coffee Rush,144.951187,-37.81501701,Cafes and Restaurants
110273,931,Seats - Outdoor,Parkville,Lakeside Bistro And Function Centre,144.9514349,-37.78428452,Cafes and Restaurants
620314,1110,Seats - Outdoor,Docklands,Gelatoria On the Docks,144.9378299,-37.81315031,Takeaway Food Services
108642,760,Seats - Indoor,Melbourne (Remainder),Commodity Cafe,144.9790762,-37.84331737,Cafes and Restaurants
103943,15,Seats - Indoor,Melbourne (CBD),Degraves Espresso,144.9654844,-37.81710105,Cafes and Restaurants
614830,2523,Seats - Indoor,Kensington,Lost and Found,144.9286331,-37.79404162,"Pubs, Taverns and Bars"
108115,14,Seats - Indoor,Melbourne (CBD),Maha Bar & Grill,144.9625299,-37.81819275,Cafes and Restaurants
106193,217,Seats - Outdoor,Carlton,Brunetti Carlton,144.9681789,-37.79803089,Cafes and Restaurants
103327,15,Seats - Indoor,Melbourne (CBD),Melbourne Halal Food Centre ,144.9648816,-37.81729894,Cafes and Restaurants
110443,740,Seats - Indoor,Southbank,Hungry Jack's,144.9638608,-37.82864999,Cafes and Restaurants
609487,1105,Seats - Indoor,Docklands,Nine Elephants Thai Restaurant,144.9489519,-37.81914692,Cafes and Restaurants
102064,27,Seats - Indoor,Melbourne (CBD),La Chinesca,144.9713489,-37.8143446,"Pubs, Taverns and Bars"
109392,66,Seats - Indoor,Melbourne (CBD),Cookie,144.9652504,-37.81199559,"Pubs, Taverns and Bars"
611786,1108,Seats - Indoor,Docklands,Hortus x Seven Seeds,144.9452948,-37.81711584,Cafes and Restaurants
106114,206,Seats - Indoor,Carlton,Il Cantuccio Restaurant,144.9666464,-37.80043187,Cafes and Restaurants
101450,228,Seats - Indoor,Carlton,Dan O'Connell Hotel,144.9733817,-37.79303229,"Pubs, Taverns and Bars"
573401,1103,Seats - Indoor,Docklands,In a Rush,144.9493733,-37.81733574,Cafes and Restaurants
105746,85,Seats - Indoor,Melbourne (CBD),Elles Naturally,144.9630189,-37.81073331,Cafes and Restaurants
109491,115,Seats - Indoor,Melbourne (CBD),Hotel Ibis,144.9614059,-37.80713788,Accommodation
110433,748,Seats - Outdoor,Southbank,Story so Far,144.9702153,-37.82981139,Liquor Retailing
111175,803,Seats - Indoor,Southbank,Degani @ Crown ,144.9586604,-37.82312164,Cafes and Restaurants
110679,113,Seats - Outdoor,Melbourne (CBD),Tribel Cafe,144.9572395,-37.80745984,Cafes and Restaurants
616034,2524,Seats - Outdoor,Kensington,Fruits of Passion,144.9299933,-37.79392952,Cafes and Restaurants
101237,58,Seats - Indoor,Melbourne (CBD),Sushi Masa,144.9725554,-37.8112354,Cafes and Restaurants
108079,63,Seats - Indoor,Melbourne (CBD),Speck Cafe,144.9597543,-37.81355361,Cafes and Restaurants
598987,753,Seats - Outdoor,Southbank,Ponyfish Island,144.9650858,-37.81968992,Cafes and Restaurants
110438,746,Seats - Outdoor,Southbank,Cafe Clicquot,144.9662961,-37.83070462,Cafes and Restaurants
105956,44,Seats - Indoor,Melbourne (CBD),In a Rush Espresso,144.9617411,-37.81560573,Cafes and Restaurants
602256,571,Seats - Indoor,Kensington,Bamboo Garden,144.9155212,-37.78257294,Takeaway Food Services
109493,114,Seats - Outdoor,Melbourne (CBD),Fine Food Corner,144.9583711,-37.80792152,Cafes and Restaurants
111175,803,Seats - Indoor,Southbank,Lucky Chans,144.9586604,-37.82312164,Cafes and Restaurants
108629,720,Seats - Outdoor,Melbourne (Remainder),Slater St Bench,144.9771931,-37.83854242,Cafes and Restaurants
108646,724,Seats - Outdoor,Melbourne (Remainder),Cafe La Colline ,144.9798191,-37.8455379,Cafes and Restaurants
103070,223,Seats - Indoor,Carlton,Soap Bar,144.9724194,-37.79790085,Laundry and Dry-Cleaning Services
105869,64,Seats - Indoor,Melbourne (CBD),Ciao Pizza Napoli Restaurant,144.9610735,-37.81359799,Cafes and Restaurants
589841,76,Seats - Indoor,Melbourne (CBD),Squisito Bar,144.9657034,-37.810658,Cafes and Restaurants
109683,435,Seats - Indoor,West Melbourne (Residential),vacant,144.9554422,-37.80604869,Vacant Space
105698,65,Seats - Indoor,Melbourne (CBD),Nabe One,144.9638386,-37.81245199,Cafes and Restaurants
101179,53,Seats - Indoor,Melbourne (CBD),CBD Bakery,144.9594641,-37.81506553,Cafes and Restaurants
108582,67,Seats - Indoor,Melbourne (CBD),Ishiya Stonegrill,144.9679947,-37.81132789,Cafes and Restaurants
105949,42,Seats - Indoor,Melbourne (CBD),Mr Fusion,144.956774,-37.81695942,Cafes and Restaurants
102137,34,Seats - Outdoor,Melbourne (CBD),Brown Bagels,144.9633433,-37.81611256,Takeaway Food Services
105681,67,Seats - Indoor,Melbourne (CBD),Dhaka Restaurant & Supplies,144.9681529,-37.81081665,Takeaway Food Services
105855,53,Seats - Indoor,Melbourne (CBD),Alibi Kitchen & Bar,144.9590443,-37.81456798,Cafes and Restaurants
103814,377,Seats - Outdoor,North Melbourne,Flavour Cafe,144.954319,-37.7997297,Cafes and Restaurants
102091,24,Seats - Indoor,Melbourne (CBD),Cafe Mesh,144.9627888,-37.81722704,Takeaway Food Services
102002,613,Seats - Indoor,East Melbourne,Square & Compass,144.9841154,-37.80970632,Cafes and Restaurants
616160,2530,Seats - Outdoor,Kensington,The Quiet Man Irish Pub,144.9323559,-37.78860982,"Pubs, Taverns and Bars"
103187,64,Seats - Outdoor,Melbourne (CBD),Shanghai Street,144.9622831,-37.81321386,Cafes and Restaurants
103526,354,Seats - Indoor,North Melbourne,Cafe Sabor,144.949581,-37.80489366,Cafes and Restaurants
105938,33,Seats - Outdoor,Melbourne (CBD),Terrace Deli,144.95955,-37.81660734,Cafes and Restaurants
105226,502,Seats - Indoor,West Melbourne (Industrial),vacant,144.9165074,-37.80087211,Vacant Space
108229,226,Seats - Outdoor,Carlton,Carlton Fish & Chips,144.9711835,-37.79518777,Takeaway Food Services
105688,66,Seats - Indoor,Melbourne (CBD),Tsindos Greek Restaurant,144.9665765,-37.81128456,Cafes and Restaurants
612820,52,Seats - Outdoor,Melbourne (CBD),Nashi,144.9573923,-37.81531863,Cafes and Restaurants
105949,42,Seats - Outdoor,Melbourne (CBD),Kinship & Co,144.956774,-37.81695942,Takeaway Food Services
110612,741,Seats - Outdoor,Southbank,Malthouse Kitchen,144.9669591,-37.8271278,Cafes and Restaurants
105691,66,Seats - Outdoor,Melbourne (CBD),Boilermaker House,144.9662609,-37.8114331,"Pubs, Taverns and Bars"
101111,48,Seats - Outdoor,Melbourne (CBD),The Mess Hall,144.9717967,-37.81200666,Cafes and Restaurants
631646,1102,Seats - Indoor,Docklands,Cafenatics,144.9467679,-37.81384049,Cafes and Restaurants
105945,31,Seats - Indoor,Melbourne (CBD),Brim CC,144.9549054,-37.81802782,Takeaway Food Services
108617,710,Seats - Outdoor,Melbourne (Remainder),Royce Hotel,144.9755139,-37.83506751,Accommodation
664626,270,Seats - Indoor,Parkville,Egg Sake Bistro,144.9612468,-37.79739836,Cafes and Restaurants
105659,58,Seats - Indoor,Melbourne (CBD),Ruyi,144.9715514,-37.81106615,Cafes and Restaurants
105941,31,Seats - Indoor,Melbourne (CBD),The Bottom End,144.955606,-37.81782672,"Pubs, Taverns and Bars"
103591,17,Seats - Indoor,Melbourne (CBD),Coco Latte Cafe,144.9720412,-37.81584246,Cafes and Restaurants
101118,47,Seats - Outdoor,Melbourne (CBD),Heirloom ,144.9694638,-37.8130107,Cafes and Restaurants
103605,67,Seats - Indoor,Melbourne (CBD),That Schnitzel Place,144.9695206,-37.81051104,Takeaway Food Services
108631,759,Seats - Outdoor,Melbourne (Remainder),Cafe Promenade,144.9775355,-37.83909862,Cafes and Restaurants
608590,1110,Seats - Indoor,Docklands,Buddy Bakery Cafe,144.9375906,-37.81187395,Cafes and Restaurants
621413,103,Seats - Indoor,Melbourne (CBD),Pegasus Apartment Hotel,144.9570849,-37.81004969,Accommodation
103176,34,Seats - Indoor,Melbourne (CBD),Subway,144.9634979,-37.81592157,Cafes and Restaurants
106245,252,Seats - Indoor,Carlton,Mawal,144.9667447,-37.80359309,Cafes and Restaurants
105746,85,Seats - Indoor,Melbourne (CBD),Chilli India,144.9630189,-37.81073331,Cafes and Restaurants
102110,31,Seats - Indoor,Melbourne (CBD),Cafe Eurasia ,144.954944,-37.81850425,Cafes and Restaurants
109307,85,Seats - Outdoor,Melbourne (CBD),D House Cafe,144.964105,-37.81088539,Cafes and Restaurants
106216,218,Seats - Outdoor,Carlton,Cafe Trevi,144.9673485,-37.80004498,Cafes and Restaurants
101176,53,Seats - Outdoor,Melbourne (CBD),Cafenatics ,144.9587607,-37.81494883,Cafes and Restaurants
608590,1110,Seats - Outdoor,Docklands,Boost Juice Waterfront City,144.9375906,-37.81187395,Takeaway Food Services
101248,257,Seats - Outdoor,Carlton,Cafe Tre Sette,144.9616994,-37.80322367,Cafes and Restaurants
106244,252,Seats - Indoor,Carlton,Vodka Temple,144.9667699,-37.80344164,"Pubs, Taverns and Bars"
102172,38,Seats - Outdoor,Melbourne (CBD),La Belle Miette,144.9732575,-37.81314231,Other Specialised Food Retailing
101110,48,Seats - Indoor,Melbourne (CBD),Sempre Pizza & Calzone,144.9719053,-37.8119837,Cafes and Restaurants
108797,1005,Seats - Indoor,West Melbourne (Industrial),Riverside Takeaway,144.9108259,-37.80395149,Takeaway Food Services
101137,46,Seats - Indoor,Melbourne (CBD),Oh Deer,144.9665978,-37.81376503,Cafes and Restaurants
620312,1110,Seats - Indoor,Docklands,LeCirque,144.9378299,-37.81315031,Cafes and Restaurants
109395,66,Seats - Outdoor,Melbourne (CBD),Ghin Khao,144.9653591,-37.81218452,Cafes and Restaurants
620308,1110,Seats - Outdoor,Docklands,Gloria Jean's Coffees Harbour Town,144.9378299,-37.81315031,Cafes and Restaurants
105375,72,Seats - Indoor,Melbourne (CBD),Sbriga Espresso Bar,144.9548222,-37.81349786,Takeaway Food Services
109706,424,Seats - Outdoor,West Melbourne (Residential),One Star Coffee Lounge,144.9513664,-37.80562951,Cafes and Restaurants
105739,74,Seats - Indoor,Melbourne (CBD),Souperman Cafe,144.9607949,-37.81236842,Takeaway Food Services
101204,56,Seats - Indoor,Melbourne (CBD),Sichuan Dining Room,144.9672768,-37.8124312,Cafes and Restaurants
102123,33,Seats - Outdoor,Melbourne (CBD),Oli & Levi Espresso,144.959442,-37.81730302,Takeaway Food Services
101165,41,Seats - Indoor,Melbourne (CBD),Kinfolk Cafe,144.9541004,-37.81721781,Cafes and Restaurants
109652,620,Seats - Outdoor,East Melbourne,Hudsons Coffee Freemasons,144.9822638,-37.8094576,Cafes and Restaurants
101227,58,Seats - Indoor,Melbourne (CBD),Self Preservation,144.9710755,-37.81166963,Cafes and Restaurants
101180,53,Seats - Outdoor,Melbourne (CBD),Donatos Licensed Cafe Restaurant,144.9595998,-37.81486162,Cafes and Restaurants
597190,803,Seats - Indoor,Southbank,Sho Noodles,144.9586604,-37.82312164,Cafes and Restaurants
103914,18,Seats - Indoor,Melbourne (CBD),Fonda Flinders LAne,144.9732924,-37.81489476,Cafes and Restaurants
111069,252,Seats - Indoor,Carlton,Sr's Namaste Indian Bistro,144.9666993,-37.80443778,Takeaway Food Services
104024,17,Seats - Indoor,Melbourne (CBD),Cafe Bisqui ,144.970543,-37.81627651,Cafes and Restaurants
602733,786,Seats - Outdoor,Port Melbourne,Degani Bakery Cafe,144.920988,-37.82600955,Cafes and Restaurants
101789,25,Seats - Indoor,Melbourne (CBD),3 Lt Monkeys,144.9655966,-37.8166033,Takeaway Food Services
560261,773,Seats - Indoor,Docklands,Hooks @ The Yarra,144.9476471,-37.82461477,Cafes and Restaurants
600456,775,Seats - Indoor,Port Melbourne,Designed For Livin,144.9362954,-37.82366685,Other Personal Services n.e.c.
105960,45,Seats - Indoor,Melbourne (CBD),New Guernica,144.9640121,-37.81488174,"Pubs, Taverns and Bars"
105727,72,Seats - Outdoor,Melbourne (CBD),@ Rice On Lonsdale,144.9564217,-37.81365662,Cafes and Restaurants
604125,1108,Seats - Indoor,Docklands,Mill & Bakery at Central Pier,144.9435654,-37.8165193,Cafes and Restaurants
104014,15,Seats - Indoor,Melbourne (CBD),Sushi Ten,144.9665517,-37.81724878,Cafes and Restaurants
104034,4,Seats - Outdoor,Melbourne (CBD),Boost Juice,144.9654659,-37.81866105,Other Specialised Food Retailing
612820,52,Seats - Indoor,Melbourne (CBD),Rock the Wok,144.9573923,-37.81531863,Cafes and Restaurants
105838,56,Seats - Indoor,Melbourne (CBD),Westlake Restaurant,144.9669548,-37.812194,Cafes and Restaurants
108077,63,Seats - Outdoor,Melbourne (CBD),Michelangelo,144.9598741,-37.81379647,Cafes and Restaurants
104010,15,Seats - Outdoor,Melbourne (CBD),Grill'd ,144.9656264,-37.81760781,Cafes and Restaurants
111282,52,Seats - Indoor,Melbourne (CBD),Slate Restaurant Bar,144.9573923,-37.81531863,Cafes and Restaurants
111064,252,Seats - Indoor,Carlton,Killiney Kopitiam ,144.9666993,-37.80443778,Cafes and Restaurants
574431,252,Seats - Indoor,Carlton,Grilled 118,144.9666993,-37.80443778,Cafes and Restaurants
108864,430,Seats - Indoor,West Melbourne (Residential),Yan's Cafe ,144.9486329,-37.80883465,Takeaway Food Services
102168,38,Seats - Indoor,Melbourne (CBD),Pie Face ,144.9727083,-37.81342593,Takeaway Food Services
110413,812,Seats - Indoor,Southbank,5 Solars Restaurant,144.9666055,-37.82241845,Cafes and Restaurants
110355,812,Seats - Outdoor,Southbank,The Beggar's Bowl,144.9658443,-37.82222503,Takeaway Food Services
105850,54,Seats - Indoor,Melbourne (CBD),Coffee 7,144.9613937,-37.81379622,Cafes and Restaurants
108103,74,Seats - Indoor,Melbourne (CBD),Pie Face,144.959964,-37.81269018,Takeaway Food Services
619111,264,Seats - Indoor,Carlton,T-Square Club Cafe,144.9625116,-37.80619487,Cafes and Restaurants
104095,114,Seats - Indoor,Melbourne (CBD),Sung's Kitchen,144.9589367,-37.80819713,Cafes and Restaurants
102498,862,Seats - Indoor,South Yarra,Entrecote - Paris Steakhouse & Winebar,144.9804913,-37.83412547,Cafes and Restaurants
101142,45,Seats - Outdoor,Melbourne (CBD),Thaiger,144.9645323,-37.81445406,Takeaway Food Services
108101,64,Seats - Outdoor,Melbourne (CBD),Cafe Shots Espresso Bar,144.960162,-37.81320274,Cafes and Restaurants
108548,66,Seats - Indoor,Melbourne (CBD),Sweetie And Moustache Dessert Lounge,144.9672984,-37.81169847,Cafes and Restaurants
105381,62,Seats - Indoor,Melbourne (CBD),Hibachi Japanese Grill ,144.955307,-37.81478641,Cafes and Restaurants
611395,1,Seats - Outdoor,Melbourne (CBD),Michel's Pattiserie Flinders Street,144.9558649,-37.82113126,Takeaway Food Services
102063,28,Seats - Outdoor,Melbourne (CBD),Maio Cafe,144.9726281,-37.81430616,Cafes and Restaurants
101592,265,Seats - Indoor,Carlton,Woodside Green,144.9644461,-37.80486182,Takeaway Food Services
108955,101,Seats - Outdoor,West Melbourne (Residential),Rej's Cafe & Kebabs,144.9511755,-37.81189101,Cafes and Restaurants
105460,82,Seats - Outdoor,Melbourne (CBD),Cafe Saporo,144.9549514,-37.81275166,Cafes and Restaurants
108973,1101,Seats - Indoor,Docklands,Hunger Game,144.9523393,-37.81815358,Cafes and Restaurants
103617,97,Seats - Indoor,Melbourne (CBD),Thailicious,144.9681732,-37.80752222,Cafes and Restaurants
613252,1108,Seats - Indoor,Docklands,Heavy D's Cafe & Sanwich Bar,144.9458305,-37.821044,Cafes and Restaurants
105679,67,Seats - Indoor,Melbourne (CBD),Yes Cafe,144.96853,-37.81098009,Cafes and Restaurants
109307,85,Seats - Indoor,Melbourne (CBD),D House Cafe,144.964105,-37.81088539,Cafes and Restaurants
103180,54,Seats - Indoor,Melbourne (CBD),Subway,144.9627079,-37.81388737,Takeaway Food Services
101142,45,Seats - Indoor,Melbourne (CBD),Riva Cafe Bar,144.9645323,-37.81445406,Cafes and Restaurants
108054,807,Seats - Outdoor,Southbank,Mesh/Tonic Bar,144.9597768,-37.8238538,Cafes and Restaurants
105852,54,Seats - Indoor,Melbourne (CBD),The Apartment Restaurant Club Lounge,144.9610348,-37.81403196,Cafes and Restaurants
602256,571,Seats - Indoor,Kensington,Pacinos Italian Restaurant,144.9155212,-37.78257294,Cafes and Restaurants
103930,17,Seats - Indoor,Melbourne (CBD),Coda Bar & Restaurant,144.9698799,-37.81579783,Cafes and Restaurants
106193,217,Seats - Indoor,Carlton,Brunetti Carlton,144.9681789,-37.79803089,Cafes and Restaurants
110381,753,Seats - Indoor,Southbank,IBM Bistro,144.9662623,-37.82066923,Cafes and Restaurants
107975,333,Seats - Outdoor,North Melbourne,Elceed Cafe,144.9471385,-37.80252643,Cafes and Restaurants
110765,24,Seats - Indoor,Melbourne (CBD),Cafe Bar Mile,144.9638971,-37.81719967,Cafes and Restaurants
110673,113,Seats - Outdoor,Melbourne (CBD),Gozleme Cafe ,144.9572395,-37.80745984,Cafes and Restaurants
102141,35,Seats - Indoor,Melbourne (CBD),Caffe Duomo,144.9645574,-37.81567229,Cafes and Restaurants
105435,621,Seats - Indoor,East Melbourne,Zio's Ristorante,144.9786966,-37.80938005,Cafes and Restaurants
105746,85,Seats - Indoor,Melbourne (CBD),Food Inc.,144.9630189,-37.81073331,Cafes and Restaurants
109318,105,Seats - Outdoor,Melbourne (CBD),The Oxford Scholar Hotel,144.9626932,-37.80826292,"Pubs, Taverns and Bars"
103176,34,Seats - Indoor,Melbourne (CBD),This Side of Paradise,144.9634979,-37.81592157,Cafes and Restaurants
105690,66,Seats - Outdoor,Melbourne (CBD),Carribbean Grilled Fish by China Chilli,144.9663534,-37.81133175,Cafes and Restaurants
104006,14,Seats - Indoor,Melbourne (CBD),Rendezvous Hotels (Australia) Pty Ltd,144.963576,-37.8182001,Accommodation
