,property_id,block_id,seating_type,clue_small_area,trading_name,x_coordinate,y_coordinate,industry_anzsic4_description
2932,105524,257,Outdoor,Carlton,Stovetop,144.9608587,-37.8037076,Cafes and Restaurants
2933,108646,724,Outdoor,Melbourne (Remainder),Beluga At Chevron ,144.9798191,-37.8455379,Cafes and Restaurants
2934,105698,65,Indoor,Melbourne (CBD),Pho Nom,144.9638386,-37.81245199,Cafes and Restaurants
2935,105726,72,Indoor,Melbourne (CBD),Shuji Sushi,144.9560169,-37.8134766,Cafes and Restaurants
2936,104034,4,Outdoor,Melbourne (CBD),Arbory Bar and Eatery,144.9654659,-37.81866105,Cafes and Restaurants
2937,575820,802,Outdoor,Southbank,Blossom Espresso ,144.962154,-37.82167834,Cafes and Restaurants
2938,104661,74,Indoor,Melbourne (CBD),White Mojo,144.9603936,-37.81210735,Cafes and Restaurants
2940,110857,25,Indoor,Melbourne (CBD),Maccaroni Trattoria Italiana,144.9660881,-37.81602805,Cafes and Restaurants
2942,110988,804,Indoor,Southbank,BangPop,144.9503336,-37.82409303,Cafes and Restaurants
2944,612820,52,Outdoor,Melbourne (CBD),Sakae,144.9573923,-37.81531863,Cafes and Restaurants
2945,105964,46,Indoor,Melbourne (CBD),Sarti Restaurant & Bar,144.9675807,-37.81390779,Cafes and Restaurants
2946,512713,205,Indoor,Carlton,Wild Timor Coffee Carlton Pty Ltd,144.9652584,-37.7987209,Cafes and Restaurants
2948,573327,1109,Indoor,Docklands,Bopha Devi Docklands,144.9406594,-37.8149263,Cafes and Restaurants
2950,102058,28,Indoor,Melbourne (CBD),Mamasita,144.9734622,-37.81377997,Cafes and Restaurants
2952,102109,31,Outdoor,Melbourne (CBD),Chick-In,144.9543505,-37.81867544,Cafes and Restaurants
2954,103235,114,Outdoor,Melbourne (CBD),McDonalds,144.9595526,-37.80735265,Cafes and Restaurants
2955,105460,82,Outdoor,Melbourne (CBD),Uniku Sushi,144.9549514,-37.81275166,Cafes and Restaurants
2957,101788,25,Outdoor,Melbourne (CBD),Cafe Vicolino,144.9654744,-37.81664468,Cafes and Restaurants
2958,108625,710,Outdoor,Melbourne (Remainder),Cafe Rosco,144.9762096,-37.836275,Cafes and Restaurants
2959,106231,247,Outdoor,Carlton,Piccolo Mondo,144.9672464,-37.80158026,Cafes and Restaurants
2960,103290,261,Indoor,Carlton,Lien Lien Cafe,144.9597587,-37.80579439,Cafes and Restaurants
2961,103227,104,Indoor,Melbourne (CBD),Little Coconut,144.9601146,-37.8087318,Cafes and Restaurants
2962,108847,1101,Outdoor,Docklands,Code 3,144.9509981,-37.81379938,Cafes and Restaurants
2963,108620,710,Outdoor,Melbourne (Remainder),@Rice Cafe & Bar,144.9757194,-37.83548357,Cafes and Restaurants
2965,573414,1108,Indoor,Docklands,Tataki Noodles & Dumplings,144.9451224,-37.81888389,Cafes and Restaurants
2966,106217,218,Indoor,Carlton,Minzaman Lebanese Restaurant,144.9673338,-37.80013942,Cafes and Restaurants
2967,108866,430,Indoor,West Melbourne (Residential),Junie Moon's,144.9485541,-37.80875296,Cafes and Restaurants
2968,103492,370,Indoor,North Melbourne,Mork Chocolate,144.9501892,-37.80154511,Cafes and Restaurants
2969,525992,257,Indoor,Carlton,Briscola,144.9613352,-37.80242146,Cafes and Restaurants
2972,561680,81,Indoor,Melbourne (CBD),Cafe 555,144.9528962,-37.81327283,Cafes and Restaurants
2974,103380,547,Outdoor,Kensington,Local Folk Cafe,144.9256097,-37.79223674,Cafes and Restaurants
2975,102117,32,Indoor,Melbourne (CBD),Kantina Kartel,144.9574732,-37.81753383,Cafes and Restaurants
2976,103964,25,Indoor,Melbourne (CBD),Kuaizi Bar,144.9662007,-37.81642646,Cafes and Restaurants
2977,109418,26,Indoor,Melbourne (CBD),Starbucks,144.9674304,-37.81584777,Cafes and Restaurants
2978,105675,67,Indoor,Melbourne (CBD),Seamstress,144.9690111,-37.81056538,Cafes and Restaurants
2980,611366,1108,Indoor,Docklands,Caffe Bambino,144.9446836,-37.81993681,Cafes and Restaurants
2981,105961,45,Indoor,Melbourne (CBD),Gordons Cafe & Bar,144.9643486,-37.81473293,Cafes and Restaurants
2982,104014,15,Outdoor,Melbourne (CBD),Kim Sing Chinese Restaurant,144.9665517,-37.81724878,Cafes and Restaurants
2984,105680,67,Outdoor,Melbourne (CBD),Thailander,144.96826,-37.81079362,Cafes and Restaurants
2986,110606,753,Indoor,Southbank,La Camera,144.9662623,-37.82066923,Cafes and Restaurants
2987,103592,17,Indoor,Melbourne (CBD),The Fair Trader Cafe,144.9717262,-37.81546152,Cafes and Restaurants
2988,102116,32,Indoor,Melbourne (CBD),Feast @ 520,144.9572629,-37.81780327,Cafes and Restaurants
2989,104085,104,Indoor,Melbourne (CBD),Cafe Bakpak,144.9591538,-37.80895967,Cafes and Restaurants
2990,105746,85,Indoor,Melbourne (CBD),TGI Fridays Restarant & Bar,144.9630189,-37.81073331,Cafes and Restaurants
2991,102092,24,Outdoor,Melbourne (CBD),Klatch,144.9624418,-37.81728432,Cafes and Restaurants
2992,110642,784,Outdoor,Port Melbourne,Portside Deli,144.9187862,-37.82221049,Cafes and Restaurants
2993,106232,247,Indoor,Carlton,Spaghettata Restaurant,144.9672365,-37.80162591,Cafes and Restaurants
2994,105698,65,Indoor,Melbourne (CBD),The Tea Salon,144.9638386,-37.81245199,Cafes and Restaurants
2995,105900,68,Indoor,Melbourne (CBD),Longrain Melbourne,144.971183,-37.81058999,Cafes and Restaurants
2996,105473,93,Outdoor,Melbourne (CBD),Cafenatics,144.957114,-37.81123723,Cafes and Restaurants
2997,616043,2524,Outdoor,Kensington,White Rabbit Record Bar,144.9299348,-37.7936563,Cafes and Restaurants
2998,101116,48,Indoor,Melbourne (CBD),Tuscan Bar Melbourne,144.9710404,-37.81217956,Cafes and Restaurants
2999,108583,67,Indoor,Melbourne (CBD),Crystal Jade Restaurant,144.9678632,-37.81158809,Cafes and Restaurants
3000,109384,265,Indoor,Carlton,The Big Mama,144.96333,-37.8060084,Cafes and Restaurants
3001,605909,1105,Outdoor,Docklands,Chiara,144.9511863,-37.82096812,Cafes and Restaurants
3002,101788,25,Indoor,Melbourne (CBD),Cafe Vicolino,144.9654744,-37.81664468,Cafes and Restaurants
3004,110762,24,Indoor,Melbourne (CBD),Cafe On Collins,144.9638231,-37.81662708,Cafes and Restaurants
3006,107550,240,Outdoor,Carlton,Bar Commercio,144.9588203,-37.80155731,Cafes and Restaurants
3007,105706,64,Indoor,Melbourne (CBD),Kalamaki Greek Street Food,144.9610121,-37.81288006,Cafes and Restaurants
3008,105830,58,Indoor,Melbourne (CBD),Punch Lane Wine Bar/Restaurant,144.971363,-37.81092017,Cafes and Restaurants
3009,102198,67,Indoor,Melbourne (CBD),Fukuryu Ramen,144.9683249,-37.8109979,Cafes and Restaurants
3010,101187,54,Indoor,Melbourne (CBD),Le Petite Creperie,144.9617562,-37.81416355,Cafes and Restaurants
3011,101202,56,Indoor,Melbourne (CBD),China Chilli,144.9668768,-37.81259409,Cafes and Restaurants
3012,102091,24,Indoor,Melbourne (CBD),Vapiano,144.9627888,-37.81722704,Cafes and Restaurants
3013,102111,31,Indoor,Melbourne (CBD),J T's Fine Catering,144.9545688,-37.81861166,Cafes and Restaurants
3014,609314,1102,Indoor,Docklands,Cafe 198,144.9449612,-37.81396231,Cafes and Restaurants
3015,103952,14,Indoor,Melbourne (CBD),Bluestone Restaurant / Bluestone Downstairs,144.9628549,-37.81789895,Cafes and Restaurants
3017,108985,58,Outdoor,Melbourne (CBD),City Wine Shop ,144.9724651,-37.81099169,Cafes and Restaurants
3020,105325,91,Indoor,West Melbourne (Residential),Teh Dispensa,144.9532514,-37.81166257,Cafes and Restaurants
3021,106023,72,Indoor,Melbourne (CBD),Mapo Grill & Bar ,144.9555653,-37.81329521,Cafes and Restaurants
3022,103033,513,Indoor,Kensington,Taco Bill,144.9315233,-37.79484451,Cafes and Restaurants
3023,105672,68,Indoor,Melbourne (CBD),Healthy Nibbles Cafe,144.9707149,-37.81005686,Cafes and Restaurants
3024,107548,239,Outdoor,Carlton,Books N Bites Cafe,144.9583287,-37.80169537,Cafes and Restaurants
3025,105524,257,Indoor,Carlton,Stovetop,144.9608587,-37.8037076,Cafes and Restaurants
3026,579362,773,Indoor,Docklands,Al-Khaleej Restaurant,144.9435506,-37.82438863,Cafes and Restaurants
3027,105960,45,Outdoor,Melbourne (CBD),Gourmet Curry Hut,144.9640121,-37.81488174,Cafes and Restaurants
3028,110146,43,Indoor,Melbourne (CBD),Cocoa Bean Cafe,144.9589392,-37.81595642,Cafes and Restaurants
3030,101226,58,Outdoor,Melbourne (CBD),Bottega Restaurant,144.9710074,-37.81168307,Cafes and Restaurants
3032,103228,104,Outdoor,Melbourne (CBD),Coconut House,144.9602158,-37.80856366,Cafes and Restaurants
3033,103426,346,Outdoor,North Melbourne,Auction Rooms,144.9494609,-37.8024571,Cafes and Restaurants
3034,102105,21,Outdoor,Melbourne (CBD),Filter by Small Batch,144.9563619,-37.81880407,Cafes and Restaurants
3035,604119,1108,Outdoor,Docklands,VinTam's Bakery,144.9429888,-37.81938143,Cafes and Restaurants
3038,108871,427,Outdoor,West Melbourne (Residential),Embassy Cafe,144.9477871,-37.80811106,Cafes and Restaurants
3039,109284,55,Indoor,Melbourne (CBD),Soul Cafe,144.9649993,-37.81309229,Cafes and Restaurants
3040,103920,17,Indoor,Melbourne (CBD),Swiss Club Restaurant,144.9713925,-37.81542975,Cafes and Restaurants
3041,109286,55,Indoor,Melbourne (CBD),Yoyogi Japanese Cafe,144.9650158,-37.81284647,Cafes and Restaurants
3043,102178,870,Outdoor,Melbourne (Remainder),Alf's Cafe,144.982664,-37.84633593,Cafes and Restaurants
3044,107427,931,Indoor,Parkville,State Netball & Hockey Centre Cafe,144.947632,-37.78541878,Cafes and Restaurants
3045,103980,1112,Indoor,Docklands,Sea on Quay,144.9525486,-37.82290352,Cafes and Restaurants
3046,622439,1108,Indoor,Docklands,O-Bento,144.9450469,-37.82100111,Cafes and Restaurants
3048,602997,47,Indoor,Melbourne (CBD),In a Rush,144.9701092,-37.81281453,Cafes and Restaurants
3049,105305,51,Indoor,Melbourne (CBD),Hanabishi Japanese Restaurant,144.9551249,-37.81579101,Cafes and Restaurants
3050,101237,58,Outdoor,Melbourne (CBD),Sushi Masa,144.9725554,-37.8112354,Cafes and Restaurants
3051,106101,246,Outdoor,Carlton,Stuzzichino,144.9664569,-37.80171819,Cafes and Restaurants
3052,105760,77,Indoor,Melbourne (CBD),Pomodoro Cafe & Pizzeria,144.9681718,-37.8099428,Cafes and Restaurants
3053,101141,45,Outdoor,Melbourne (CBD),Sensory Lab,144.9648958,-37.81436987,Cafes and Restaurants
3054,109258,15,Indoor,Melbourne (CBD),McDonalds,144.9669316,-37.81723918,Cafes and Restaurants
3057,103206,74,Indoor,Melbourne (CBD),Pepper Lunch,144.9615613,-37.81146864,Cafes and Restaurants
3058,589841,76,Indoor,Melbourne (CBD),Sushi Sushi ,144.9657034,-37.810658,Cafes and Restaurants
3059,581508,245,Indoor,Carlton,Norsiah's Kitchen,144.9643119,-37.80188571,Cafes and Restaurants
3061,105672,68,Indoor,Melbourne (CBD),Bad Boys,144.9707149,-37.81005686,Cafes and Restaurants
3062,103184,54,Indoor,Melbourne (CBD),Tropicana Juice Bar,144.962548,-37.81354034,Cafes and Restaurants
3063,106917,644,Outdoor,East Melbourne,Aromatic Cafe,144.9735223,-37.80899046,Cafes and Restaurants
3065,101142,45,Indoor,Melbourne (CBD),Cultured Salad,144.9645323,-37.81445406,Cafes and Restaurants
3066,105741,74,Outdoor,Melbourne (CBD),Degani Bakery Cafe,144.9611344,-37.81200936,Cafes and Restaurants
3067,105936,33,Outdoor,Melbourne (CBD),Dikstein's Corner Bar,144.9603413,-37.81631094,Cafes and Restaurants
3068,106023,72,Indoor,Melbourne (CBD),Barista & Associates,144.9555653,-37.81329521,Cafes and Restaurants
3069,108548,66,Indoor,Melbourne (CBD),Aunty Frankles,144.9672984,-37.81169847,Cafes and Restaurants
3070,105746,85,Indoor,Melbourne (CBD),Naughty Nuri's Warung and Grill ,144.9630189,-37.81073331,Cafes and Restaurants
3071,110606,753,Outdoor,Southbank,Waterfront (Southgate),144.9662623,-37.82066923,Cafes and Restaurants
3072,101106,48,Outdoor,Melbourne (CBD),Society Cafe,144.9723947,-37.81181007,Cafes and Restaurants
3073,525991,257,Outdoor,Carlton,Briscola Espresso,144.9612607,-37.80241321,Cafes and Restaurants
3074,103270,260,Indoor,Carlton,Old Hankau,144.9585194,-37.80307841,Cafes and Restaurants
3075,106100,246,Indoor,Carlton,Kokoblack,144.966446,-37.80178513,Cafes and Restaurants
3076,560001,1109,Indoor,Docklands,Oscar's Table,144.9412614,-37.81460533,Cafes and Restaurants
3078,102103,22,Indoor,Melbourne (CBD),Alluvial Restaurant,144.9581185,-37.81853877,Cafes and Restaurants
3079,606638,96,Outdoor,Melbourne (CBD),Pearson and Murph'y Cafe,144.9645504,-37.80818365,Cafes and Restaurants
3080,602733,786,Indoor,Port Melbourne,Degani Bakery Cafe,144.920988,-37.82600955,Cafes and Restaurants
3082,107430,651,Outdoor,East Melbourne,The Commune ,144.9757456,-37.81162322,Cafes and Restaurants
3083,101176,53,Indoor,Melbourne (CBD),Movida Aqui,144.9587607,-37.81494883,Cafes and Restaurants
3084,109388,86,Outdoor,Melbourne (CBD),Mr Tulk Cafe,144.965306,-37.80976881,Cafes and Restaurants
3085,103302,105,Indoor,Melbourne (CBD),The Garden Cafe,144.961007,-37.80862891,Cafes and Restaurants
3086,109660,646,Indoor,East Melbourne,Basement Espresso,144.9778946,-37.80895362,Cafes and Restaurants
3087,101234,58,Indoor,Melbourne (CBD),Green Pepper Indian Restaurant ,144.9723627,-37.811289,Cafes and Restaurants
3088,597186,44,Indoor,Melbourne (CBD),Oli & Levi,144.9629442,-37.81491502,Cafes and Restaurants
3089,102096,23,Outdoor,Melbourne (CBD),Bluebag,144.9611131,-37.81745676,Cafes and Restaurants
3090,108068,43,Outdoor,Melbourne (CBD),Lanai Restaurant & Bar,144.9606367,-37.81581152,Cafes and Restaurants
3092,614000,659,Outdoor,Melbourne (Remainder),Delaware North Companies Australia Pty Ltd,144.9803771,-37.82181585,Cafes and Restaurants
3093,105960,45,Indoor,Melbourne (CBD),Chokolait,144.9640121,-37.81488174,Cafes and Restaurants
3094,105458,82,Outdoor,Melbourne (CBD),Xtraction ,144.9558855,-37.81244731,Cafes and Restaurants
3095,103234,114,Outdoor,Melbourne (CBD),Jasper Kitchen ,144.9596331,-37.80750344,Cafes and Restaurants
3096,101113,48,Indoor,Melbourne (CBD),Spaghetti Tree ,144.9715659,-37.81212537,Cafes and Restaurants
3098,599505,1103,Indoor,Docklands,Favoloso,144.947217,-37.81817241,Cafes and Restaurants
3099,101209,57,Indoor,Melbourne (CBD),Passion Flower,144.968248,-37.81251216,Cafes and Restaurants
3100,105698,65,Indoor,Melbourne (CBD),Toyko Pop,144.9638386,-37.81245199,Cafes and Restaurants
3102,102161,37,Outdoor,Melbourne (CBD),Mediterranean Deli,144.9707087,-37.81358646,Cafes and Restaurants
3104,560001,1109,Indoor,Docklands,Renzo's Bar Cafe Italiano,144.9412614,-37.81460533,Cafes and Restaurants
3105,103302,105,Outdoor,Melbourne (CBD),The Garden Cafe,144.961007,-37.80862891,Cafes and Restaurants
3106,105928,35,Outdoor,Melbourne (CBD),Caffe E Biscotti,144.9642254,-37.81528948,Cafes and Restaurants
3108,101204,56,Outdoor,Melbourne (CBD),Red Silks Restaurant & Bar,144.9672768,-37.8124312,Cafes and Restaurants
3109,101202,56,Indoor,Melbourne (CBD),China Red,144.9668768,-37.81259409,Cafes and Restaurants
3111,105929,34,Indoor,Melbourne (CBD),Twee's Hut Vietnamese Favourites,144.9632938,-37.81554941,Cafes and Restaurants
3112,110091,12,Outdoor,Melbourne (CBD),S M XL,144.9591876,-37.8192157,Cafes and Restaurants
3113,105746,85,Indoor,Melbourne (CBD),Wood N Chimney,144.9630189,-37.81073331,Cafes and Restaurants
3114,103394,345,Indoor,North Melbourne,The Hot Poppy,144.9489706,-37.80473152,Cafes and Restaurants
3115,593697,613,Outdoor,East Melbourne,Grocery Bar East Melbourne,144.9856254,-37.81004657,Cafes and Restaurants
3116,101176,53,Outdoor,Melbourne (CBD),Movida Aqui,144.9587607,-37.81494883,Cafes and Restaurants
3117,601809,1109,Indoor,Docklands,Aria Bar & Events,144.9390269,-37.81517782,Cafes and Restaurants
3118,105742,74,Indoor,Melbourne (CBD),Zam Zam Restaurant ,144.9614561,-37.81220274,Cafes and Restaurants
3120,102096,23,Indoor,Melbourne (CBD),Bluebag,144.9611131,-37.81745676,Cafes and Restaurants
3121,105928,35,Indoor,Melbourne (CBD),Dinkum Pies,144.9642254,-37.81528948,Cafes and Restaurants
3123,631080,1108,Outdoor,Docklands,Cafernatics Forte,144.9450661,-37.81970478,Cafes and Restaurants
3124,102723,216,Indoor,Carlton,The Town Mouse,144.9691211,-37.79853797,Cafes and Restaurants
3125,617402,2392,Indoor,North Melbourne,Cafe Innov-8,144.9414027,-37.79501722,Cafes and Restaurants
3126,613252,1108,Indoor,Docklands,Code Black,144.9458305,-37.821044,Cafes and Restaurants
3127,108627,720,Indoor,Melbourne (Remainder),Famish'd,144.9770428,-37.83774553,Cafes and Restaurants
3129,631646,1102,Indoor,Docklands,O-Bento,144.9467679,-37.81384049,Cafes and Restaurants
3130,101158,42,Outdoor,Melbourne (CBD),Piatti,144.9566688,-37.81651427,Cafes and Restaurants
3131,108097,74,Outdoor,Melbourne (CBD),Red Cliff Chinese Restaurant,144.9599448,-37.81247811,Cafes and Restaurants
3132,106105,246,Indoor,Carlton,Cafe Cavallino,144.9664967,-37.80144374,Cafes and Restaurants
3133,110843,1101,Indoor,Docklands,The Coffee Club,144.951187,-37.81501701,Cafes and Restaurants
3134,103943,15,Outdoor,Melbourne (CBD),RMB Cafe,144.9654844,-37.81710105,Cafes and Restaurants
3137,109267,35,Indoor,Melbourne (CBD),1932 Cafe & Restaurant,144.9661258,-37.81528474,Cafes and Restaurants
3138,109823,357,Indoor,North Melbourne,Babu Bar Burger with Balls,144.9541341,-37.80544377,Cafes and Restaurants
3140,105698,65,Indoor,Melbourne (CBD),Dainty Sichuan Noodle Express,144.9638386,-37.81245199,Cafes and Restaurants
3141,101202,56,Indoor,Melbourne (CBD),Shanghai Dynasty Restaurant,144.9668768,-37.81259409,Cafes and Restaurants
3142,109655,621,Outdoor,East Melbourne,Solah,144.9799791,-37.80919457,Cafes and Restaurants
3143,106042,84,Indoor,Melbourne (CBD),Cafe Giraffe,144.960506,-37.81151662,Cafes and Restaurants
3144,581508,245,Outdoor,Carlton,Norsiah's Kitchen,144.9643119,-37.80188571,Cafes and Restaurants
3145,101207,56,Indoor,Melbourne (CBD),Udon Yasan,144.9676888,-37.81267583,Cafes and Restaurants
3149,107955,335,Indoor,North Melbourne,Beatrix Cafe,144.944463,-37.80227413,Cafes and Restaurants
3150,103102,217,Indoor,Carlton,The Shaw Davey Slum,144.9687079,-37.79750574,Cafes and Restaurants
3152,102172,38,Indoor,Melbourne (CBD),Egon's Conditorei Cafe and Bakery,144.9732575,-37.81314231,Cafes and Restaurants
3153,111071,18,Indoor,Melbourne (CBD),The Press Club ,144.9727209,-37.81546181,Cafes and Restaurants
3154,633373,212,Outdoor,Carlton,Providence Cafe & Eatery,144.9706731,-37.79365073,Cafes and Restaurants
3155,103711,217,Outdoor,Carlton,The Carlton Wine Room,144.9685856,-37.79858383,Cafes and Restaurants
3156,105953,43,Outdoor,Melbourne (CBD),Cafe Vue,144.9601101,-37.81596878,Cafes and Restaurants
3157,611394,1,Indoor,Melbourne (CBD),Food Sutra,144.9565185,-37.82099397,Cafes and Restaurants
3161,101172,52,Indoor,Melbourne (CBD),Nando's - Bourke Place,144.9561073,-37.81571393,Cafes and Restaurants
3162,625840,47,Outdoor,Melbourne (CBD),Crisp Creative Salad,144.9701092,-37.81281453,Cafes and Restaurants
3163,109268,35,Indoor,Melbourne (CBD),Chocolate Arcade,144.9657774,-37.81507697,Cafes and Restaurants
3165,109830,360,Indoor,North Melbourne,La Porchetta,144.9563791,-37.80569684,Cafes and Restaurants
3166,103608,77,Indoor,Melbourne (CBD),Trunk,144.9689066,-37.80938323,Cafes and Restaurants
3168,105672,68,Indoor,Melbourne (CBD),Kenny's Bakery Cafe,144.9707149,-37.81005686,Cafes and Restaurants
3169,602997,47,Indoor,Melbourne (CBD),ESX Cafe,144.9701092,-37.81281453,Cafes and Restaurants
3170,104011,15,Outdoor,Melbourne (CBD),II Tempo Bar,144.9659973,-37.81752037,Cafes and Restaurants
3171,106154,207,Outdoor,Carlton,Intersection Cafe,144.9672287,-37.79734681,Cafes and Restaurants
3173,101172,52,Indoor,Melbourne (CBD),Sixpence Cafe,144.9561073,-37.81571393,Cafes and Restaurants
3174,110010,607,Outdoor,East Melbourne,Hard Pressed,144.987555,-37.81637751,Cafes and Restaurants
3175,102109,31,Indoor,Melbourne (CBD),Gloria Jean's Coffees,144.9543505,-37.81867544,Cafes and Restaurants
3177,103327,15,Indoor,Melbourne (CBD),Om Vegetarian,144.9648816,-37.81729894,Cafes and Restaurants
3178,108581,67,Outdoor,Melbourne (CBD),Izakaya Chuji Japanese Restaurant,144.9676444,-37.81098272,Cafes and Restaurants
3179,104014,15,Outdoor,Melbourne (CBD),Alice Nevins,144.9665517,-37.81724878,Cafes and Restaurants
3181,110765,24,Outdoor,Melbourne (CBD),Cafe Bar Mile,144.9638971,-37.81719967,Cafes and Restaurants
3185,110535,785,Outdoor,Port Melbourne,Ocean View Cafe Port Melbourne,144.9052161,-37.82483593,Cafes and Restaurants
3186,111175,803,Outdoor,Southbank,Cervo ,144.9586604,-37.82312164,Cafes and Restaurants
3188,101200,56,Indoor,Melbourne (CBD),Grand BBQ,144.9662952,-37.81272047,Cafes and Restaurants
3190,664626,270,Outdoor,Parkville,Lab 39,144.9612468,-37.79739836,Cafes and Restaurants
3191,106560,48,Indoor,Melbourne (CBD),Lily Blacks,144.972451,-37.81221617,Cafes and Restaurants
3193,105953,43,Indoor,Melbourne (CBD),Cafe Vue,144.9601101,-37.81596878,Cafes and Restaurants
3194,105741,74,Indoor,Melbourne (CBD),Woochon,144.9611344,-37.81200936,Cafes and Restaurants
3198,598658,1104,Indoor,Docklands,Supermax Eatery,144.9479753,-37.81925128,Cafes and Restaurants
3200,102067,27,Indoor,Melbourne (CBD),Barista 101,144.9707498,-37.81492031,Cafes and Restaurants
3201,108228,226,Outdoor,Carlton,Osc&r On Rathdowne ,144.9711917,-37.79514419,Cafes and Restaurants
3203,110551,781,Outdoor,Port Melbourne,Cafe Port IT ,144.9253775,-37.82304058,Cafes and Restaurants
3204,104019,16,Indoor,Melbourne (CBD),Movida Next Door,144.9690862,-37.81670922,Cafes and Restaurants
3206,101125,47,Indoor,Melbourne (CBD),Fomo Thai,144.9684972,-37.81296416,Cafes and Restaurants
3208,589575,1103,Outdoor,Docklands,Broadcast Cafe,144.9458827,-37.81566514,Cafes and Restaurants
3209,589841,76,Outdoor,Melbourne (CBD),Chocolateria San Churro QV,144.9657034,-37.810658,Cafes and Restaurants
3210,104445,248,Indoor,Carlton,La Cacciatora Restaurant,144.9685975,-37.80116198,Cafes and Restaurants
3211,110327,801,Indoor,Southbank,Ludlow Bar & Dining Room,144.9638287,-37.82082512,Cafes and Restaurants
3212,103614,87,Indoor,Melbourne (CBD),Chinese Canteen,144.9687046,-37.80869914,Cafes and Restaurants
3213,106095,254,Indoor,Carlton,Tank Fish And Chippery ,144.9661127,-37.80369873,Cafes and Restaurants
3216,609480,1108,Indoor,Docklands,Indi Hots,144.9434599,-37.82044558,Cafes and Restaurants
3218,110362,811,Outdoor,Southbank,Dee Casa,144.9635826,-37.82348388,Cafes and Restaurants
3219,108538,56,Indoor,Melbourne (CBD),Shanghai Dragon Dumpling House,144.9676479,-37.81246709,Cafes and Restaurants
3220,105713,62,Indoor,Melbourne (CBD),Kultura,144.9562135,-37.81439357,Cafes and Restaurants
3221,103924,17,Indoor,Melbourne (CBD),Bullrun,144.9708344,-37.81560645,Cafes and Restaurants
3222,107875,262,Outdoor,Carlton,QB's Cafe,144.9599256,-37.80440558,Cafes and Restaurants
3223,109418,26,Outdoor,Melbourne (CBD),Caboose Canteen,144.9674304,-37.81584777,Cafes and Restaurants
3224,105460,82,Indoor,Melbourne (CBD),Uniku Sushi,144.9549514,-37.81275166,Cafes and Restaurants
3225,110095,42,Outdoor,Melbourne (CBD),Famish'd,144.9578132,-37.81636534,Cafes and Restaurants
3228,103413,345,Indoor,North Melbourne,Agraba,144.9492052,-37.803603,Cafes and Restaurants
3229,578325,6,Indoor,Melbourne (CBD),Arintji,144.9699175,-37.81784465,Cafes and Restaurants
3231,101210,57,Indoor,Melbourne (CBD),Funky Curry,144.968386,-37.81247257,Cafes and Restaurants
3233,109492,114,Indoor,Melbourne (CBD),Mr Burger ,144.9589969,-37.80771121,Cafes and Restaurants
3234,101159,41,Outdoor,Melbourne (CBD),In A Rush ,144.9555529,-37.81677365,Cafes and Restaurants
3235,560004,1109,Indoor,Docklands,Achelya Cafe,144.942139,-37.81434525,Cafes and Restaurants
3236,105737,74,Indoor,Melbourne (CBD),Mook Ji Bar,144.9603254,-37.81244232,Cafes and Restaurants
3237,620312,1110,Indoor,Docklands,Gold Leaf Harbour View Restaurant Pty Ltd,144.9378299,-37.81315031,Cafes and Restaurants
3238,108989,68,Indoor,Melbourne (CBD),Hudson's Coffee,144.9720594,-37.81012699,Cafes and Restaurants
3239,111175,803,Indoor,Southbank,Nobu Melbourne,144.9586604,-37.82312164,Cafes and Restaurants
3241,575820,802,Indoor,Southbank,Guava Bean,144.962154,-37.82167834,Cafes and Restaurants
3244,589450,790,Outdoor,Port Melbourne,Bonnie and Duke Cafe Port Melbourne,144.9050213,-37.82653298,Cafes and Restaurants
3245,102067,27,Indoor,Melbourne (CBD),Capitano Restaurant and Bar,144.9707498,-37.81492031,Cafes and Restaurants
3246,109716,423,Indoor,West Melbourne (Residential),Katmandu Cottage,144.9497885,-37.80539346,Cafes and Restaurants
3248,106231,247,Indoor,Carlton,Piccolo Mondo,144.9672464,-37.80158026,Cafes and Restaurants
3249,604124,1108,Outdoor,Docklands,Squires Loft Dockland,144.943969,-37.81927362,Cafes and Restaurants
3250,109852,266,Indoor,Carlton,Biryani King,144.9654212,-37.80670799,Cafes and Restaurants
3253,105991,95,Indoor,Melbourne (CBD),Cafe Stax,144.9629471,-37.80909156,Cafes and Restaurants
3254,110326,801,Outdoor,Southbank,Soho Restaurant & Bar,144.9633758,-37.82092509,Cafes and Restaurants
3255,620270,739,Indoor,Southbank,Blondie Bar,144.9677949,-37.82420378,Cafes and Restaurants
3256,108644,760,Indoor,Melbourne (Remainder),In a Rush,144.9793624,-37.8441033,Cafes and Restaurants
3257,101159,41,Indoor,Melbourne (CBD),In A Rush ,144.9555529,-37.81677365,Cafes and Restaurants
3258,518847,256,Indoor,Carlton,Kaprica,144.9627813,-37.80336259,Cafes and Restaurants
3259,103618,78,Indoor,Melbourne (CBD),Barista Cafe,144.9699756,-37.80941489,Cafes and Restaurants
3260,105929,34,Indoor,Melbourne (CBD),Souperman,144.9632938,-37.81554941,Cafes and Restaurants
3261,110456,748,Indoor,Southbank,Degani@Southbank,144.9693922,-37.82956555,Cafes and Restaurants
3262,110765,24,Outdoor,Melbourne (CBD),Bistro Du Peuple,144.9638971,-37.81719967,Cafes and Restaurants
3263,108968,31,Indoor,Melbourne (CBD),In Zone Cafe,144.9543659,-37.81818484,Cafes and Restaurants
